"","V1","V2","V3","V4","V5"
"1",6.60721734633104,11.0442810291945,3.55859707704729,18.5839154684462,25.2577997040003
"2",8.13666950332261,11.6214502391214,4.47468933689997,10.2166370517578,11.1694037253357
"3",5.84018607793807,7.73714565725654,3.31092284583587,8.82549377715829,11.1091578869946
"4",5.56005315702225,10.3677487465821,4.38077559385493,9.90556098860325,14.301668031723
"5",8.35085026379,10.6779896565952,4.37449896503234,12.1684517856482,14.5509120628297
"6",7.06416594418807,9.926946701815,3.85018891755423,13.2726258305034,12.1764890796495
"7",7.60924576992259,10.9045920474626,4.19469868974643,10.0664400215091,17.6732480852466
"8",6.5740108114479,8.33287161548692,3.75757183990416,15.0564503751288,16.8641871914958
"9",6.89189718818306,10.085678906793,4.46111501690065,15.7819662729427,13.0019440736917
"10",7.23011219817911,9.75943804559325,4.50742462083807,8.33959567507508,10.9929295586249
"11",4.51992785845072,6.18346415285148,2.7286528898668,8.69312943016612,10.3600648007361
"12",7.64785471593929,10.9730778319959,4.12084920847026,10.9126483945243,10.7360293663203
"13",5.40425155822512,9.41850377777495,3.73169183564821,11.820225892214,17.9327436865173
"14",5.63313894194808,8.24000695312086,3.36354202213922,21.1509097796678,14.8210376416824
"15",7.06558817006665,9.38286987002919,4.13891053436865,13.4543035308702,11.9359025868372
"16",8.73098303800561,12.3935436383862,4.58219019093762,11.7663174529318,13.0005870607069
"17",6.40806409693047,8.81085274818391,4.36425581458407,10.0745039748011,6.39775599759828
"18",6.38321219537741,8.2732546597061,4.10059466848733,13.9326224443903,11.7205633485454
"19",7.05002880012971,10.6724892606617,4.16697047014482,11.5231727799458,15.6014177081911
"20",8.45751899397855,13.4822082703486,5.30911705964992,13.4623026079305,15.5098416298309
"21",7.12757165230551,8.76295674449731,3.12523667790096,12.9070842928068,8.87512917339372
"22",6.08227215926931,8.64361627413073,3.79027878439532,5.18938070575811,9.18497000256134
"23",8.01128234948641,12.2139424345289,4.57097408839637,17.5358976834341,26.0909754982424
"24",9.29095582668392,11.9024558141554,5.25441640315405,18.4654972725653,18.6677428363818
"25",6.69836499718944,10.6463332762567,4.04179973253138,14.0924522252296,12.527649541519
"26",6.47987398427787,9.33157421669462,3.62339837836229,30.5294063743133,22.4447482014279
"27",7.58719174983168,10.0205305939113,4.60470017662209,16.3766771290453,14.9838480536264
"28",9.01041541738938,13.5817599819377,5.48936474286555,16.4302584691133,18.8058823041725
"29",8.45197760375499,13.8681613349489,6.49864005040707,15.7199081659538,16.0441407045484
"30",7.07061276585649,8.7195197399001,4.18928747574773,7.68955485049417,7.97443857782681
"31",7.15349082563306,10.5245770565947,4.70393573171086,12.8034113722925,6.29554570193093
"32",6.62241290703981,8.54456029018101,3.8422988283434,10.2334810403242,12.3037722439663
"33",7.66930719969857,9.66935192141786,4.241517646765,10.6989391770884,17.0851620501006
"34",7.96115058634525,11.5247689288248,4.46737236811652,13.0258729560888,16.4506837258839
"35",5.25310683294671,7.46833773185382,2.86242367314749,5.60655214213371,7.92406063653854
"36",6.3898210258236,8.44022366456197,3.81590345483377,6.64541317919914,13.3421712406843
"37",5.94761265684133,7.93786360863479,3.52082766297423,7.13195515901337,6.21852173556786
"38",7.03693822209236,12.4313942458149,4.16639288123819,15.0373119739264,17.779796706487
"39",7.12911056666441,11.0606175344907,4.49024670404361,19.6796625953818,17.8101488605215
"40",8.67777934919476,10.5055509282474,4.86291650217094,12.5096666008979,15.7950901607021
"41",8.22358705311562,10.1235662864049,4.58007919062887,15.0739513935062,14.5640076344838
"42",7.88684019487221,9.63584005352712,4.1411292855857,12.2799224953368,16.0074129794031
"43",6.97365889625829,8.43025212076935,3.96290459830377,17.5962380524108,17.1492552694347
