"","V1","V2","V3","V4","V5"
"1",15.6814385381876,22.1909361248477,9.43618425664143,2.94461930296097,35.3889275320353
"2",6.3979399150123,9.00616730304904,4.06069293981939,5.42285060264487,7.58630932449276
"3",-0.631475726238932,-0.744953532988745,-0.339249790331749,-3.27045966050659,3.28009756072092
"4",-5.50932928624616,-8.55884047545067,-3.07330683614157,-3.9200759381028,-6.83687815980943
"5",6.10380440450868,9.99322107225646,3.90925696302799,14.6450058106267,-2.06270221824127
"6",8.84261061244928,12.6540071314988,5.25204217518117,-5.36296302476299,25.4296919317115
"7",9.83270826763845,12.9625991116224,5.89650819450148,-6.5260818105773,30.3091413656731
"8",-1.61020546466153,-2.95570647444464,-1.60801112113768,10.6637545832845,-11.216014076245
"9",12.8493456164513,18.1143045013745,8.22624347215208,30.3608257023128,-3.16223090490217
"10",13.2479750865759,17.7102760700055,7.87298895844036,7.41243065161436,20.9161167354335
"11",-1.03619242634241,-1.55799033947335,-0.517470337627884,10.7465628576245,-11.1612509254305
"12",3.13076681283451,4.24513346820061,1.72890894715535,14.7443950453226,-6.87078869824816
"13",8.34718493366495,10.5713108255155,4.50694608632165,2.20019937462973,15.7506008448604
"14",-6.59009621784045,-9.77265902590375,-4.33687641311238,-11.8130485404684,-5.73595475446075
"15",2.45539614871362,3.9390347597469,1.86384122902834,8.40096099879707,-3.87722269533265
"16",12.1579342656914,18.0351854465969,7.33762964229143,12.7779907415523,11.8795101057839
"17",6.74784898317105,8.52564937122648,3.51830353828773,3.5334967526918,7.09313411200034
"18",7.34747418038214,11.9651939296568,5.16157798842252,21.9267114163421,-4.08455137137781
"19",8.80139981012832,12.459435224852,4.87352682981633,-2.74702391181685,21.0020504080533
"20",26.1394009947759,35.224439126346,14.6647973723917,18.7721586449827,33.0475662207645
"21",3.36915868909313,4.65909705430931,1.8962843333329,23.5492350117829,-14.9435838526939
"22",3.01632549799375,3.75519046258873,1.5062278341253,0.668848738977488,5.11755153690095
"23",16.3567805480587,22.0882382094202,9.00730142800057,-9.95787384300382,46.9148012550353
"24",10.1879809784076,14.3355104022077,6.27311907441896,2.35087401282516,22.3799694465783
"25",5.98934933992371,7.96407201231989,3.6673128204081,23.4892522901945,-11.7455543781799
"26",7.34022600942968,10.8387118982177,4.55721177901799,27.7559968629162,-11.4709427589591
"27",3.35237716011738,5.74761053536008,2.22567231991013,23.4177019596853,-17.1485892217609
"28",11.7456150289742,17.447794122674,7.14672211720432,-11.4340633066547,31.7219212493068
"29",18.1410544225521,25.818463291094,11.0282348010498,24.0191534119639,10.3368129951857
"30",4.62553907856008,5.49740360478913,2.13018606632724,-4.9791263435759,14.5723213051826
"31",13.2525999986135,19.0363340084363,8.29236493139626,18.9386519982912,8.33556595055288
"32",3.63004981158099,5.62379637706533,3.06212454139919,14.1297380144059,-5.89444163898889
"33",10.7606658165506,15.4941927577628,6.5577028795847,14.3553240530998,7.46264125430412
"34",12.6937151233042,17.3540061622126,7.2620655878311,-5.64860687078658,34.7407317020921
"35",6.10044658965435,7.78079849649566,3.28134149312545,4.27337660835839,8.63625747260637
"36",-3.09119799250351,-3.57283707095974,-1.77319966033504,11.6615817377022,-17.537647915808
